entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,4185,48,43,5,3830,355,0.10416666666666667,0.08482676224611709,2023-07-14
Coalition avenir Québec,2023,110,Saint-François,2230,26,25,1,2130,100,0.038461538461538464,0.04484304932735426,2023-07-14
Coalition avenir Québec,2023,116,Sherbrooke,2095,25,22,3,1875,220,0.12,0.10501193317422435,2023-07-14
Coalition avenir Québec,2023,120,Orford,2630,30,25,5,2375,255,0.16666666666666666,0.09695817490494296,2023-07-14
Coalition avenir Québec,2023,126,Johnson,1815,23,18,5,1460,355,0.21739130434782608,0.19559228650137742,2023-07-14
Coalition avenir Québec,2023,132,Richmond,2460,28,26,2,2400,60,0.07142857142857142,0.024390243902439025,2023-07-14
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,1930,23,22,1,1830,100,0.043478260869565216,0.05181347150259067,2023-07-14
Coalition avenir Québec,2023,144,Arthabaska,5765,64,58,6,5315,450,0.09375,0.07805724197745013,2023-07-14
Coalition avenir Québec,2023,150,Nicolet-Bécancour,4775,51,42,9,3875,900,0.17647058823529413,0.18848167539267016,2023-07-14
Coalition avenir Québec,2023,204,Brome-Missisquoi,5600,66,55,11,4670,930,0.16666666666666666,0.16607142857142856,2023-07-14
Coalition avenir Québec,2023,206,Granby,5362,64,53,11,4565,797,0.171875,0.1486385676986199,2023-07-14
Coalition avenir Québec,2023,210,Iberville,5360,87,41,46,3615,1745,0.5287356321839081,0.3255597014925373,2023-07-14
Coalition avenir Québec,2023,212,Saint-Jean,5165,62,41,21,3675,1490,0.3387096774193548,0.2884801548886738,2023-07-14
Coalition avenir Québec,2023,216,Huntingdon,2750,32,22,10,1980,770,0.3125,0.28,2023-07-14
Coalition avenir Québec,2023,218,Beauharnois,8317,91,66,25,6400,1917,0.27472527472527475,0.23049176385716003,2023-07-14
Coalition avenir Québec,2023,220,Soulanges,4500,48,30,18,3000,1500,0.375,0.3333333333333333,2023-07-14
Coalition avenir Québec,2023,224,Vaudreuil,1680,20,14,6,1275,405,0.3,0.24107142857142858,2023-07-14
Coalition avenir Québec,2023,226,Châteauguay,4210,56,32,24,2470,1740,0.42857142857142855,0.41330166270783847,2023-07-14
Coalition avenir Québec,2023,230,Sanguinet,1715,20,16,4,1455,260,0.2,0.15160349854227406,2023-07-14
Coalition avenir Québec,2023,232,La Prairie,4825,51,33,18,3025,1800,0.35294117647058826,0.37305699481865284,2023-07-14
Coalition avenir Québec,2023,236,La Pinière,2085,24,10,14,1000,1085,0.5833333333333334,0.5203836930455635,2023-07-14
Coalition avenir Québec,2023,238,Chambly,4110,50,30,20,2785,1325,0.4,0.3223844282238443,2023-07-14
Coalition avenir Québec,2023,240,Vachon,2440,29,18,11,1565,875,0.3793103448275862,0.35860655737704916,2023-07-14
Coalition avenir Québec,2023,244,Laporte,3425,37,26,11,2325,1100,0.2972972972972973,0.32116788321167883,2023-07-14
Coalition avenir Québec,2023,246,Marie-Victorin,2915,35,23,12,1790,1125,0.34285714285714286,0.38593481989708406,2023-07-14
Coalition avenir Québec,2023,250,Taillon,3410,38,27,11,2390,1020,0.2894736842105263,0.2991202346041056,2023-07-14
Coalition avenir Québec,2023,252,Montarville,5260,56,44,12,4110,1150,0.21428571428571427,0.21863117870722434,2023-07-14
Coalition avenir Québec,2023,256,Verchères,4760,58,40,18,3645,1115,0.3103448275862069,0.2342436974789916,2023-07-14
Coalition avenir Québec,2023,258,Borduas,4665,51,40,11,3780,885,0.21568627450980393,0.18971061093247588,2023-07-14
Coalition avenir Québec,2023,260,Saint-Hyacinthe,1740,19,18,1,1720,20,0.05263157894736842,0.011494252873563218,2023-07-14
Coalition avenir Québec,2023,264,Richelieu,2840,35,32,3,2615,225,0.08571428571428572,0.07922535211267606,2023-07-14
Coalition avenir Québec,2023,300,Verdun,3985,44,26,18,2435,1550,0.4090909090909091,0.3889585947302384,2023-07-14
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,850,11,7,4,650,200,0.36363636363636365,0.23529411764705882,2023-07-14
Coalition avenir Québec,2023,306,Marquette,1325,14,9,5,900,425,0.35714285714285715,0.32075471698113206,2023-07-14
Coalition avenir Québec,2023,310,Jacques-Cartier,525,7,5,2,420,105,0.2857142857142857,0.2,2023-07-14
Coalition avenir Québec,2023,312,Nelligan,785,12,10,2,585,200,0.16666666666666666,0.25477707006369427,2023-07-14
Coalition avenir Québec,2023,316,Robert-Baldwin,700,8,4,4,300,400,0.5,0.5714285714285714,2023-07-14
Coalition avenir Québec,2023,318,Saint-Laurent,1855,20,12,8,1055,800,0.4,0.431266846361186,2023-07-14
Coalition avenir Québec,2023,320,D'Arcy-McGee,640,7,6,1,540,100,0.14285714285714285,0.15625,2023-07-14
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,1040,12,7,5,700,340,0.4166666666666667,0.3269230769230769,2023-07-14
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,3135,31,23,8,2500,635,0.25806451612903225,0.2025518341307815,2023-07-14
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,1830,21,14,7,1205,625,0.3333333333333333,0.34153005464480873,2023-07-14
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,3300,33,21,12,2100,1200,0.36363636363636365,0.36363636363636365,2023-07-14
Coalition avenir Québec,2023,336,Mont-Royal-Outremont,5000,52,40,12,3800,1200,0.23076923076923078,0.24,2023-07-14
Coalition avenir Québec,2023,338,Acadie,900,9,5,4,500,400,0.4444444444444444,0.4444444444444444,2023-07-14
Coalition avenir Québec,2023,340,Maurice-Richard,2225,23,17,6,1700,525,0.2608695652173913,0.23595505617977527,2023-07-14
Coalition avenir Québec,2023,344,Laurier-Dorion,925,10,7,3,700,225,0.3,0.24324324324324326,2023-07-14
Coalition avenir Québec,2023,346,Gouin,1635,19,14,5,1135,500,0.2631578947368421,0.3058103975535168,2023-07-14
Coalition avenir Québec,2023,350,Mercier,1350,14,11,3,1050,300,0.21428571428571427,0.2222222222222222,2023-07-14
Coalition avenir Québec,2023,352,Hochelaga-Maisonneuve,2050,21,15,6,1450,600,0.2857142857142857,0.2926829268292683,2023-07-14
Coalition avenir Québec,2023,356,Rosemont,2130,24,15,9,1385,745,0.375,0.34976525821596244,2023-07-14
Coalition avenir Québec,2023,358,Viau,475,6,2,4,150,325,0.6666666666666666,0.6842105263157895,2023-07-14
Coalition avenir Québec,2023,360,Bourassa-Sauvé,265,4,1,3,15,250,0.75,0.9433962264150944,2023-07-14
Coalition avenir Québec,2023,364,Jeanne-Mance-Viger,100,1,1,0,100,0,0,0,2023-07-14
Coalition avenir Québec,2023,366,Anjou-Louis-Riel,3975,45,27,18,2500,1475,0.4,0.3710691823899371,2023-07-14
Coalition avenir Québec,2023,370,Camille-Laurin,1950,23,17,6,1400,550,0.2608695652173913,0.28205128205128205,2023-07-14
Coalition avenir Québec,2023,380,Pointe-aux-Trembles,4740,52,37,15,3315,1425,0.28846153846153844,0.30063291139240506,2023-07-14
Coalition avenir Québec,2023,390,LaFontaine,705,8,5,3,405,300,0.375,0.425531914893617,2023-07-14
Coalition avenir Québec,2023,454,Laval-des-Rapides,1805,21,14,7,1350,455,0.3333333333333333,0.2520775623268698,2023-07-14
Coalition avenir Québec,2023,460,Chomedey,1330,16,13,3,1125,205,0.1875,0.15413533834586465,2023-07-14
Coalition avenir Québec,2023,466,Fabre,1900,22,21,1,1800,100,0.045454545454545456,0.05263157894736842,2023-07-14
Coalition avenir Québec,2023,470,Sainte-Rose,1927,23,17,6,1475,452,0.2608695652173913,0.23456149455111572,2023-07-14
Coalition avenir Québec,2023,476,Vimont,1500,21,15,6,1015,485,0.2857142857142857,0.3233333333333333,2023-07-14
Coalition avenir Québec,2023,482,Mille-Îles,1975,24,16,8,1475,500,0.3333333333333333,0.25316455696202533,2023-07-14
Coalition avenir Québec,2023,502,Groulx,3285,37,31,6,2835,450,0.16216216216216217,0.136986301369863,2023-07-14
