entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif
Coalition avenir Québec,2023,104,Mégantic,3655,41,38,3,3450,205,0.07317073170731707,0.0560875512995896,2023-06-05
Coalition avenir Québec,2023,110,Saint-François,2030,24,23,1,1930,100,0.041666666666666664,0.04926108374384237,2023-06-05
Coalition avenir Québec,2023,116,Sherbrooke,1495,19,17,2,1375,120,0.10526315789473684,0.0802675585284281,2023-06-05
Coalition avenir Québec,2023,120,Orford,2230,26,21,5,1975,255,0.19230769230769232,0.11434977578475336,2023-06-05
Coalition avenir Québec,2023,126,Johnson,1565,20,17,3,1360,205,0.15,0.13099041533546327,2023-06-05
Coalition avenir Québec,2023,132,Richmond,1910,22,21,1,1900,10,0.045454545454545456,0.005235602094240838,2023-06-05
Coalition avenir Québec,2023,138,Drummond-Bois-Francs,1600,19,19,0,1600,0,0,0,2023-06-05
Coalition avenir Québec,2023,144,Arthabaska,5305,58,53,5,4955,350,0.08620689655172414,0.06597549481621112,2023-06-05
Coalition avenir Québec,2023,150,Nicolet-Bécancour,3160,36,30,6,2700,460,0.16666666666666666,0.14556962025316456,2023-06-05
Coalition avenir Québec,2023,204,Brome-Missisquoi,4690,57,47,10,3860,830,0.17543859649122806,0.17697228144989338,2023-06-05
Coalition avenir Québec,2023,206,Granby,2642,36,29,7,2245,397,0.19444444444444445,0.1502649507948524,2023-06-05
Coalition avenir Québec,2023,210,Iberville,4110,53,36,17,3260,850,0.32075471698113206,0.20681265206812652,2023-06-05
Coalition avenir Québec,2023,212,Saint-Jean,3330,39,29,10,2475,855,0.2564102564102564,0.25675675675675674,2023-06-05
Coalition avenir Québec,2023,216,Huntingdon,2210,25,19,6,1760,450,0.24,0.20361990950226244,2023-06-05
Coalition avenir Québec,2023,218,Beauharnois,5332,60,43,17,4210,1122,0.2833333333333333,0.21042760690172543,2023-06-05
Coalition avenir Québec,2023,220,Soulanges,3275,35,26,9,2600,675,0.2571428571428571,0.20610687022900764,2023-06-05
Coalition avenir Québec,2023,224,Vaudreuil,1280,16,13,3,1175,105,0.1875,0.08203125,2023-06-05
Coalition avenir Québec,2023,226,Châteauguay,1945,25,16,9,1230,715,0.36,0.3676092544987147,2023-06-05
Coalition avenir Québec,2023,230,Sanguinet,1410,16,13,3,1250,160,0.1875,0.11347517730496454,2023-06-05
Coalition avenir Québec,2023,232,La Prairie,3975,41,25,16,2375,1600,0.3902439024390244,0.4025157232704403,2023-06-05
Coalition avenir Québec,2023,236,La Pinière,1590,19,7,12,700,890,0.631578947368421,0.559748427672956,2023-06-05
Coalition avenir Québec,2023,238,Chambly,3705,42,29,13,2685,1020,0.30952380952380953,0.27530364372469635,2023-06-05
Coalition avenir Québec,2023,240,Vachon,2200,26,17,9,1445,755,0.34615384615384615,0.3431818181818182,2023-06-05
Coalition avenir Québec,2023,244,Laporte,3125,34,23,11,2025,1100,0.3235294117647059,0.352,2023-06-05
Coalition avenir Québec,2023,246,Marie-Victorin,2915,35,23,12,1790,1125,0.34285714285714286,0.38593481989708406,2023-06-05
Coalition avenir Québec,2023,250,Taillon,2990,33,23,10,1990,1000,0.30303030303030304,0.33444816053511706,2023-06-05
Coalition avenir Québec,2023,252,Montarville,4810,51,40,11,3760,1050,0.21568627450980393,0.2182952182952183,2023-06-05
Coalition avenir Québec,2023,256,Verchères,4435,54,37,17,3345,1090,0.3148148148148148,0.24577226606538896,2023-06-05
Coalition avenir Québec,2023,258,Borduas,4365,48,37,11,3480,885,0.22916666666666666,0.2027491408934708,2023-06-05
Coalition avenir Québec,2023,260,Saint-Hyacinthe,1440,16,15,1,1420,20,0.0625,0.013888888888888888,2023-06-05
Coalition avenir Québec,2023,264,Richelieu,2740,34,31,3,2515,225,0.08823529411764706,0.08211678832116788,2023-06-05
Coalition avenir Québec,2023,300,Verdun,3710,41,24,17,2185,1525,0.4146341463414634,0.4110512129380054,2023-06-05
Coalition avenir Québec,2023,304,Marguerite-Bourgeoys,755,9,7,2,650,105,0.2222222222222222,0.1390728476821192,2023-06-05
Coalition avenir Québec,2023,306,Marquette,1125,12,8,4,800,325,0.3333333333333333,0.28888888888888886,2023-06-05
Coalition avenir Québec,2023,310,Jacques-Cartier,420,5,4,1,320,100,0.2,0.23809523809523808,2023-06-05
Coalition avenir Québec,2023,312,Nelligan,680,10,8,2,480,200,0.2,0.29411764705882354,2023-06-05
Coalition avenir Québec,2023,316,Robert-Baldwin,550,6,2,4,150,400,0.6666666666666666,0.7272727272727273,2023-06-05
Coalition avenir Québec,2023,318,Saint-Laurent,1525,16,9,7,825,700,0.4375,0.45901639344262296,2023-06-05
Coalition avenir Québec,2023,320,D'Arcy-McGee,640,7,6,1,540,100,0.14285714285714285,0.15625,2023-06-05
Coalition avenir Québec,2023,324,Notre-Dame-de-Grâce,840,10,6,4,600,240,0.4,0.2857142857142857,2023-06-05
Coalition avenir Québec,2023,326,Saint-Henri-Sainte-Anne,3025,29,23,6,2500,525,0.20689655172413793,0.17355371900826447,2023-06-05
Coalition avenir Québec,2023,330,Sainte-Marie-Saint-Jacques,1630,19,12,7,1005,625,0.3684210526315789,0.3834355828220859,2023-06-05
Coalition avenir Québec,2023,332,Westmount-Saint-Louis,3000,30,20,10,2000,1000,0.3333333333333333,0.3333333333333333,2023-06-05
Coalition avenir Québec,2023,336,Mont-Royal-Outremont,3900,40,31,9,3000,900,0.225,0.23076923076923078,2023-06-05
Coalition avenir Québec,2023,338,Acadie,800,8,5,3,500,300,0.375,0.375,2023-06-05
Coalition avenir Québec,2023,340,Maurice-Richard,2125,22,16,6,1600,525,0.2727272727272727,0.24705882352941178,2023-06-05
Coalition avenir Québec,2023,344,Laurier-Dorion,900,9,7,2,700,200,0.2222222222222222,0.2222222222222222,2023-06-05
Coalition avenir Québec,2023,346,Gouin,1535,18,13,5,1035,500,0.2777777777777778,0.3257328990228013,2023-06-05
Coalition avenir Québec,2023,350,Mercier,1250,13,10,3,950,300,0.23076923076923078,0.24,2023-06-05
Coalition avenir Québec,2023,352,Hochelaga-Maisonneuve,1950,20,14,6,1350,600,0.3,0.3076923076923077,2023-06-05
Coalition avenir Québec,2023,356,Rosemont,1830,21,14,7,1285,545,0.3333333333333333,0.2978142076502732,2023-06-05
Coalition avenir Québec,2023,358,Viau,450,5,2,3,150,300,0.6,0.6666666666666666,2023-06-05
Coalition avenir Québec,2023,360,Bourassa-Sauvé,265,4,1,3,15,250,0.75,0.9433962264150944,2023-06-05
